quarter,courseId,title,dept_code,description,subject_area,obj_level,college,units,instruction_type1,online_course
20244,EEMB    171  ,ECOSYSTEM PROCESSES,EEMB ,"An examination of the key processes that regulate ecosystem productivity an d function in terrestrial ecosystems. Specific foci include: plant- soil li nkages including decomposition and nutrient supply, and the role of above- and below-ground community composition on element cycles.",EEMB    ,U,L&S,4,LEC,FALSE
20244,EEMB    183  ,TEACHING ASSISTANCE,EEMB ,"Students will assist instructor in teaching course in which the student pre viously received a grade of A or better. Activities will be determined in c onsultation with the instructor and may include leading discussion, laborat ory, or tutorial section(s), attending lectures, and grading exams.",EEMB    ,U,L&S,NA,TUT,FALSE
20244,EEMB    184  ,INTERNSHIP BIOL SCI,EEMB ,"Opportunity to obtain practical biological related experience by working under faculty direction as an intern with local, state, federal, or private agencies. A written report will be submitted for evaluation.",EEMB    ,U,L&S,NA,FLD,FALSE
20244,EEMB    185  ,OCEANOGRAPHY FLD WK,EEMB ,"Participation as a member of a scientific party on Scripps Institution (UCSD), NMFS, and UCSB oceanographic cruises. Cruise duration is variable (7 to 60 days), and course units will vary with cruise duration. Supervision by scientific party leader. Report required.",EEMB    ,U,L&S,NA,FLD,FALSE
20244,EEMB    188RE,CONSERV RESTOR SEM,EEMB ,"Seminar explores current topics in conservation biology and restoration ecology including basic and applied questions related to the conservation, restoration and management of populations,communities and ecosystems. Presentations and discussions may include model ecosystem studies, hands on restoration or conservation projects & lessons learned, and political, economic and philosophical issues.",EEMB    ,U,L&S,1,SEM,FALSE
20244,EEMB    190  ,EEMB COLLOQUIUM,EEMB ,"Exposes students to current research topics in ecology and   evolutionary biology. Students will attend the EEMB departmental seminar   each week and  participate in a discussion of the seminar research,   critiquing the presentation and the content, and drawing parallels with topics   from other courses. Students will write a term paper describing and critiquing one seminar.",EEMB    ,U,L&S,1,SEM,FALSE
20244,EEMB    192  ,SPECIAL TOPICS,EEMB ,Special topics of current importance in biological sciences. Course contentwill vary. Information may be obtained from the department office.,EEMB    ,U,L&S,NA,LEC,FALSE
20244,EEMB    194D ,PLANT ECOLOGY,EEMB ,Oral reports by students.,EEMB    ,U,L&S,2,SEM,FALSE
20244,EEMB    194M ,REPRODUCT ECOL EVOL,EEMB ,Oral reports by students.,EEMB    ,U,L&S,2,SEM,FALSE
20244,EEMB    194MS,GROUP STUDIES,EEMB ,Oral reports by students.,EEMB    ,U,L&S,2,SEM,FALSE
20244,EEMB    194PE,PLANT EVO & GENOMIC,EEMB ,"Course provides an overview of fundamental concepts in evolution and genomi cs and discussion of recent works on these subjects. Topics include populat ion genetic structure, genetic diversity, adaptation, genetic causes of ada ptation, genome evolution, conservation genomics and landscape genetics.",EEMB    ,U,L&S,2,SEM,FALSE
20244,EEMB    194T ,PARASITOLOGY,EEMB ,Oral reports by students.,EEMB    ,U,L&S,2,SEM,FALSE
20244,EEMB    194TE,THEORETICAL ECOLOGY,EEMB ,Oral reports by students.,EEMB    ,U,L&S,2,SEM,FALSE
20244,EEMB    197  ,DIRECTED STUDIES,EEMB ,Hours and credit by arrangement with any faculty member.,EEMB    ,U,L&S,NA,LAB,FALSE
20244,EEMB    198  ,DIRECTED READINGS,EEMB ,Individual conferences one hour every two weeks. Special readings designed to broaden the outlook of students and to knit into a cohesive whole the basic principles underlying the major disciplines in the field.,EEMB    ,U,L&S,NA,TUT,FALSE
20244,EEMB    199  ,INDEPENDENT STUDIES,EEMB ,Hours and credit by arrangement with any faculty member. Laboratory or field.,EEMB    ,U,L&S,NA,TUT,FALSE
20244,EEMB    201  ,MOLECULAR EVOLUTION,EEMB ,"Major concepts in evolutionary biology, presented with a genetic emphasis. Provides an introduction to the study of population genetic processes and the patterns of genomic evolution, adaptation, and speciation that result from   these processes.",EEMB    ,G,L&S,4,LEC,FALSE
20244,EEMB    253  ,LAKES AND WETLANDS,EEMB ,"An examination of ecological aspects of lakes, wetlands and their physical coupling and population and community ecology. Applications of remote sensing and ecological models; human-caused impacts and their management.",EEMB    ,G,L&S,4,LEC,FALSE
20244,EEMB    285  ,OCEANO. FIELD WORK,EEMB ,"Participation as a member of the scientific part on Scripps institution (UCSD), NMFS, and UCSB oceanographic cruises. Cruise duration is variable (7 to 60 days), and course units will vary with cruise duration. Supervision by scientific party leader. Report required.",EEMB    ,G,L&S,NA,FLD,FALSE
20244,EEMB    288RE,REST ECOL SEM,EEMB ,"Seminar explores current topics in restoration ecology including model projects, techniques, structured research, performance criteria, political and philosophical issues and may include site visits.",EEMB    ,G,L&S,1,SEM,FALSE
20244,EEMB    292  ,ADVANCED TOPICS,EEMB ,Special topics of current importance in biological sciences. Course content will vary. Information on course content may be obtained in the department office.,EEMB    ,G,L&S,NA,LEC,FALSE
20244,EEMB    500  ,TA ORIENTATION,EEMB ,"General orientation regarding the University of California and the Santa Barbara campus; various pertinent regulations, officials and their functions, staff and functions; services available to teaching assistants and to students. Prospective teaching assistants are encouraged to take this course during the fall quarter prior to their employment.",EEMB    ,G,L&S,1,TUT,FALSE
20244,EEMB    501  ,TEACHING PRACTICE,EEMB ,Practical experience in teaching within specified areas of biology. Students will have responsibility for one or more laboratory and/or discussion sections. Staff will periodically observe teaching assistants in actual teaching situations. Evaluation forms will be completed by members of the class sections.,EEMB    ,G,L&S,NA,FLD,FALSE
20244,EEMB    503  ,RES PRACTICUM BIOL,EEMB ,"Basic procedures and methods of research in a specific area as determined by consultation between the supervising faculty member and the research assistant. Includes weekly meetings and consultations, and formal evaluations.",EEMB    ,G,L&S,NA,TUT,FALSE
20244,EEMB    507  ,INTRO GRAD RESEARCH,EEMB ,"Introduction to research at the graduate level for first-year EEMB graduate students Topics include navigating degree requirements, keeping up to date with the scientific literature, building a professional network, and scien tific ethics.",EEMB    ,G,L&S,2,LEC,FALSE
20244,EEMB    508  ,INDIV AND POPUL,EEMB ,"This is the first in a set of two advanced courses in   ecology and evolution, and includes modules on adaptation   and organismal function, life history theory and fitness,   and population dynamics.",EEMB    ,G,L&S,4,LEC,FALSE
20244,EEMB    590  ,EEMB COLLOQUIUM,EEMB ,"Presentation and discussion of recent work in ecology, evolution, behavioral ecology, evolutionary ecology, physiological ecology, and marine biology, by eminent and nationally and internationally well known biologists. Optional individual discussion in addition to formal lecture.",EEMB    ,G,L&S,2,LEC,FALSE
20244,EEMB    595D ,PLANT ECOLOGY,EEMB ,A critical review of research in selected fields of biology.,EEMB    ,G,L&S,2,SEM,FALSE
20244,EEMB    595EV,EVOLUTIONARY BIOL,EEMB ,A critical review of research in selected fields of biology.,EEMB    ,G,L&S,2,SEM,FALSE
20244,EEMB    595M ,REPRODUCT ECOL EVOL,EEMB ,A critical review of research in selected fields of biology.,EEMB    ,G,L&S,2,SEM,FALSE
20244,EEMB    595MS,MARINE SCIENCE,EEMB ,A critical review of research in selected fields of biology.,EEMB    ,G,L&S,2,SEM,FALSE
20244,EEMB    595PE,PLANT EVO & GENOMIC,EEMB ,"Course provides an overview of fundamental concepts in evolution and genomi cs and discussion of recent works on these subjects. Topics include populat ion genetic structure, genetic diversity, adaptation, genetic causes of ada ptation, genome evolution, conservation genomics and landscape genetics.",EEMB    ,G,L&S,2,SEM,FALSE
20244,EEMB    595T ,PARASITOLOGY,EEMB ,A critical review of research in selected fields of biology.,EEMB    ,G,L&S,2,SEM,FALSE
20244,EEMB    595TE,THEORETICAL ECOLOGY,EEMB ,A critical review of research in selected fields of biology.,EEMB    ,G,L&S,2,SEM,FALSE
20244,EEMB    596  ,DIRECTED READ RSRCH,EEMB ,Hours and credit by arrangement with faculty.,EEMB    ,G,L&S,NA,TUT,FALSE
20244,EEMB    597  ,INDIVID STUDY EXAMS,EEMB ,Individual study for M.A. comprehensive examinations and Ph.D. examinations.,EEMB    ,G,L&S,NA,TUT,FALSE
20244,EEMB    598  ,MA THESIS RES/PREP,EEMB ,For research underlying the thesis and writing of the thesis.,EEMB    ,G,L&S,NA,TUT,FALSE
20244,EEMB    599  ,PH.D. DISS PREP,EEMB ,For writing of the dissertation.,EEMB    ,G,L&S,NA,TUT,FALSE
20244,ECON      1  ,PRINCIPL ECON MICRO,ECON ,"An introduction to microeconomic analysis. Economic theory   related to dem and, production, competitive and non-  competitive product markets, input m arkets, and welfare.   Applications of microeconomic theory including its u se in   evaluating and forming public policy.",ECON    ,U,L&S,5,LEC,FALSE
20244,ECON      3A ,FINANCIAL ACCTG,ECON ,"A two-quarter series providing an introduction to the purposes, conceptual framework, measurement principles and reporting issues of accounting. Parti cular emphasis will be placed on the links between accounting, economics, a nd finance.",ECON    ,U,L&S,5,LEC,FALSE
20244,ECON      3AH,FIN ACCTG - HONORS,ECON ,Students receive one unit for the honors seminar.  Intended for highly motivated and well prepared students.,ECON    ,U,L&S,1,DIS,FALSE
20244,ECON      3B ,FINANCIAL ACCTG,ECON ,"A two-quarter series providing an introduction to the purposes, conceptual framework, measurement principles and reporting issues of accounting. Parti cular emphasis will be placed on the links between accounting, economics, a nd finance.",ECON    ,U,L&S,5,LEC,FALSE
20244,ECON      3BH,FIN ACCTG - HONORS,ECON ,Students receive one unit for the honors seminar.  Intended for highly motivated and well prepared students.,ECON    ,U,L&S,1,DIS,FALSE
20244,ECON      5  ,STAT ECON,ECON ,"An introduction to probalistic modeling and statistical inference applied t o the analysis of economic data for students with basic knowledge of calcul us. Topics covered include: probability, discrete and continuous random var iables, probability distributions, mean, variance, correlation, sampling, p arameter estimation, unbiasedness and efficiency, confidence intervals, hyp othesis testing. Computing labs with Excel.",ECON    ,U,L&S,5,LEC,FALSE
20244,ECON      9  ,INTRO TO ECONOMICS,ECON ,"A broad survey of economic principles, including both   microeconomics and macroeconomics.",ECON    ,U,L&S,5,LEC,FALSE
20244,ECON     10A ,MICROECON THEORY,ECON ,"Economic theory relating to demand, production, and   competitive product m arkets with emphasis on applications of theory.",ECON    ,U,L&S,5,LEC,FALSE
20244,ECON     96  ,HONORS SEMINAR,ECON ,Small seminar class that gives sophomores interested in   pursuing economic research the opportunity to read and discuss   selected economics texts and research papers. The objective is   to expose students to a wide range of research topics in order   to give them a flavor of the research opportunities available.,ECON    ,U,L&S,2,SEM,FALSE
20244,ECON    100B ,MICROECON THEORY,ECON ,"Economic theory relating to imperfectly competitive product   markets, inpu t market, and welfare, with emphasis on   applications. Includes an introdu ction to game theory.",ECON    ,U,L&S,4,LEC,FALSE
20244,ECON    101  ,MACROECON THEORY,ECON ,"Contemporary analysis of income, employment, price level, and   public poli cy using static general equilibrium framework with   emphasis on applicatio ns of theory. Long term economic growth   is also covered.",ECON    ,U,L&S,4,LEC,FALSE
20244,ECON    106  ,MANAGERIAL ECON,ECON ,"Economic principles will be applied to practical decision-making situations.   Methods of price and output determination, capital budgeting, and choices   under uncertainty. Methods of economic analysis and their application will be   emphasized.",ECON    ,U,L&S,4,LEC,FALSE
20244,ECON    107A ,HISTORY OF ECON,ECON ,"Economic thought from antiquity through John Stuart Mill. Economic thought in   the   Bible, Greece, Rome, India, and China through the classical economists--  Thomas   Hobbes, John Locke, Adam Smith, Jeremy Bentham, Thomas Malthus, David   Ricardo,   and John Stuart Mill. Emphasis on both economic activity and economic   thought,   including discussion of feudal and mercantilist societies. The economic roles of   women and slavery are presented.",ECON    ,U,L&S,4,LEC,FALSE
20244,ECON    113B ,TWEN CEN US EC HIST,ECON ,"A survey of U.S. economic development in the twentieth century   with emphasis on issues related to the growth, instability, and   distribution of income. The impact of public policy on economic   growth, instability, and income distribution will be an   important theme of the course.",ECON    ,U,L&S,4,LEC,FALSE
20244,ECON    114A ,ECONOMIC DEVELOP,ECON ,"Microeconomic issues of developing nations. Applications of   analytical tools to the microeconomic problems of developing   nations. Topics include poverty and income distributions,   population, rural-urban migration, education, nutrition, labor   supply, and poverty wages.",ECON    ,U,L&S,4,LEC,FALSE
20244,ECON    116A ,INDUST ORG PRIN,ECON ,"Analysis of competition, monopolistic competition, oligopoly, and monopoly theories and practices.",ECON    ,U,L&S,4,LEC,FALSE
20244,ECON    118  ,FIN ACCTG ANALYSIS,ECON ,"An economic analysis of financial statements in a macroeconomic environment . Topics include evaluation of short term and long term liquidity, profitab ility, capital structure and the forecast of earnings and financial positio n using financial and economic models.",ECON    ,U,L&S,4,LEC,FALSE
20244,ECON    118H ,ACCTG ANAL HONORS,ECON ,Students receive one unit for the honors seminar.  Intended   for highly motivated and well prepared students.,ECON    ,U,L&S,1,DIS,FALSE
20244,ECON    130  ,PUBLIC FINANCE,ECON ,"Fiscal theory and policy. Incidence and effects of taxation, government expenditure programs, and benefit cost analysis.",ECON    ,U,L&S,4,LEC,FALSE
20244,ECON    132A ,AUDITING,ECON ,"Developing an understanding of concepts and practices for   audits of financial statements. Studying professional   standards, ethics, and legal liability. The audit process   is covered in-depth: planning, internal control, audit   risk, materiality, evidence, program design, sampling, completing the audit, and reporting.",ECON    ,U,L&S,4,LEC,FALSE
20244,ECON    132AH,AUDITING - HONORS,ECON ,Students receive one unit for the honors seminar.  Intended   for highly motivated and well prepared students.,ECON    ,U,L&S,1,DIS,FALSE
20244,ECON    134A ,FIN MANAGEMENT,ECON ,Discounting of certain future cash flows. Principles of evaluation of inves tment projects. Demand and supply of investment funds. Risk and the valuati on of asset prices. Analysis of a firm's debt and dividend policies;the eff ect of taxes and inflation on these policies.,ECON    ,U,L&S,4,LEC,FALSE
20244,ECON    135  ,MONETARY ECONOMICS,ECON ,"Survey of monetary theory, the banking system and the supply of money, mone tary policy, and current issues.",ECON    ,U,L&S,4,LEC,FALSE
20244,ECON    136A ,INTERMED ACCOUNTING,ECON ,"An in-depth analysis of recognition, measurement,   classification, and val uation issues in financial reporting   within the framework of generally ac cepted accounting   principles. Case studies and microcomputer analysis   s oftware will be integrated into the course.",ECON    ,U,L&S,5,LEC,FALSE
20244,ECON    136AH,INT ACCTG - HONORS,ECON ,Students receive one unit for the honors seminar.  Intended   for highly motivated and well prepared students.,ECON    ,U,L&S,1,DIS,FALSE
20244,ECON    136B ,INTERMED ACCOUNTING,ECON ,"An in-depth analysis of recognition, measurement, classification, and valua tion issues in financial reporting within the framework of generally accept ed accounting principles. Case studies and microcomputer analysis software will be integrated into the course.",ECON    ,U,L&S,4,LEC,FALSE
20244,ECON    136BH,INT ACCTG - HONORS,ECON ,Students receive one unit for the honors seminar.  Intended for highly motivated and well prepared students.,ECON    ,U,L&S,1,DIS,FALSE
20244,ECON    136C ,INTERMED ACCOUNTING,ECON ,"An in-depth analysis of recognition, measurement, classification, and valua tion issues in financial reporting within the framework of generally accept ed accounting principles. Case studies and microcomputer analysis software will be integrated into the course.",ECON    ,U,L&S,4,LEC,FALSE
20244,ECON    136CH,INT ACCTG -HONORS,ECON ,Students receive one unit for the honors seminar.  Intended   for highly motivated and well prepared students.,ECON    ,U,L&S,1,DIS,FALSE
20244,ECON    137A ,MANAGERIAL ACCTG,ECON ,"A two quarter series covering the theory and application of   managerial ac counting concepts. The course investigates the   interaction between econom ic theory, financial accounting,   and management decision making for plann ing and control.",ECON    ,U,L&S,4,LEC,FALSE
20244,ECON    137AH,MAN ACCTG - HONORS,ECON ,Students receive one unit for the honors seminar. Intended   for highly mot ivated and well prepared students.,ECON    ,U,L&S,1,SEM,FALSE
20244,ECON    138A ,INCOME TAXATION,ECON ,"An introduction to taxation. The basic theories, concepts, and general rule s of federal income tax and their interrelationships with personal, busines s, and financial transactions. The course provides an understanding of tax policies and the interrelationship between tax and financial decisions.",ECON    ,U,L&S,4,LEC,FALSE
20244,ECON    140A ,INTRO ECONOMETRICS,ECON ,"Introduction to econometrics for data analysis in economics and social scie ces. The goal of the course is to learn how to use simple and multivariate linear regression for analyzing the relationship between economic variables s, for prediction and for causal inference, understanding its underlying as sumptions, advantages and pitfalls.",ECON    ,U,L&S,4,LEC,FALSE
20244,ECON    140B ,INTRO ECONOMETRICS,ECON ,"Topics in econometrics including regression specification, time series econ ometrics, panel data, and instrumental variables.",ECON    ,U,L&S,4,LEC,FALSE
20244,ECON    145  ,DATA WRANGLING ECON,ECON ,"Students develop skills in organizing economic data, learning how to summar ize and display data to answer substantive economic questions. Emphasis is placed on communication of results.",ECON    ,U,L&S,5,LEC,FALSE
20244,ECON    171  ,INTRO GAME THEORY,ECON ,"A rigorous study of strategic interaction. Topics include normal and extens ive form games, existence and uniqueness of equilibrium, randomization, min imax, dynamics and equilibrium selection, auctions and bargaining, principl e-agent incentives, voting, private contributions to public goods, oligopol y competition, market entry and burning money, wars of attrition.",ECON    ,U,L&S,4,LEC,FALSE
20244,ECON    180  ,INTERNATIONAL TRADE,ECON ,International trade theory and policies with examples from current issues and problems.,ECON    ,U,L&S,4,LEC,FALSE
20244,ECON    189  ,LAW AND ETHICS,ECON ,"Provides a basic understanding of ethics and the legal   framework within w hich U.S. businesses operate. Includes a   broad overview of court procedur es and in-depth coverage of   selected topics including contracts, securiti es, and property   rights.",ECON    ,U,L&S,4,LEC,FALSE
20244,ECON    189H ,LAW & ETHICS HONORS,ECON ,Students receive one unit for the honors seminar. Intended for   highly motivated and well prepared students.,ECON    ,U,L&S,1,DIS,FALSE
20244,ECON    193  ,ECON INTERNSHIP,ECON ,Course enables students to obtain credit for economics-related internship e xperience. An eight to ten page written report is required and evaluated fo r credit.,ECON    ,U,L&S,1,FLD,FALSE
20244,ECON    194DG,DIG,ECON ,Students participate in the Dean's Investment Group (DIG). DIG members do e xtensive research to design and manage the Dean's Investment Fund. They hav e primary responsibility for all investment decisions and have the opportun ity to meet regularly with industry experts on the Board of Advisors.,ECON    ,U,L&S,NA,LEC,FALSE
20244,ECON    196A ,SEN HONORS SEM,ECON ,Students undertake independent research project under direction of faculty member. The research results are presented as an honors paper at the end of the second term (196B).,ECON    ,U,L&S,4,SEM,FALSE
20244,ECON    199  ,INDEPENDENT STUDIES,ECON ,Coursework shall consist of academic research supervised by a faculty membe r. This course is not intended for internships.,ECON    ,U,L&S,NA,TUT,FALSE
20244,ECON    199RA,INDEP RESEARCH ASST,ECON ,Course work shall consist of faculty supervised research.,ECON    ,U,L&S,NA,TUT,FALSE
20244,ECON    204A ,MACROECON THEORY,ECON ,"Introduction to modern macroeconomics. Study of economic growth and dynamic optimization. Representative agent, overlapping generations and monetary models will be covered.",ECON    ,G,L&S,4,LEC,FALSE
20244,ECON    210A ,CONSUMP & PRODUCT,ECON ,"Constrained optimization; consumer theory and theory of the firm; uncertainty, risk and expected utility.",ECON    ,G,L&S,4,LEC,FALSE
20244,ECON    214A ,ECON DEVELOPMENT,ECON ,"The study of problems faced by the less developed countries.   Elements of new growth theory. Topics considered include   population growth, human capital, welfare, inequality, and   technological change.",ECON    ,G,L&S,4,LEC,FALSE
20244,ECON    230A ,PUBLIC ECONOMICS I,ECON ,Theory of public goods. Government and non-government policies for management of externalities.,ECON    ,G,L&S,2,LEC,FALSE
20244,ECON    230I ,HEALTH ECONOMICS,ECON ,"Introduction to the economics of health, health services and insurance. It applies economic, statistical principles, and techniques, to the production of health and the closely related markets for health insurance and service s.  Emphasis on applying I.O. principles and analyzing policy relevant to t he health insurance and services markets. Focus on topics, not methods, and will cater to students especially interested in applied micro. Goal is to take students close to the research frontier, educate about the history and institutions of US healthcare, and generate research topics.  Most researc h in health economics is heavily empirical, and course highlights theory to guide hypothesis testing and the specification of empirical models.",ECON    ,G,L&S,2,LEC,FALSE
20244,ECON    230J ,HEALTH ECONOMICS II,ECON ,"Introduction to health economics, second half. We will apply principles and econometric techniques to the production of health and healthcare. Emphasis on reduced-form methods for analyzing policy relevant to health- care markets. Focus on topics, not methods, and will cater to students especially interested in applied micro. The goal is to take students close to the research frontier, educate them about the history and the institutions of US healthcare, and generate research topics. Most research in health economics is heavily empirical, and the course will highlight theory to guide hypothesis testing and the specification of empirical models.",ECON    ,G,L&S,2,LEC,FALSE
20244,ECON    241A ,ECONOMETRICS,ECON ,"Elements of probability and statistics for econometrics. Probability density functions, moment-generating functions, central limit theorems, method of maximum likelihood.",ECON    ,G,L&S,4,LEC,FALSE
20244,ECON    245J ,FIELD EXPERIMENTS,ECON ,"Reviews several topics related to the analysis of field experiments. How to handle attrition, and differential attrition in field experiments? How to estimate heterogeneous treatment effects in field experiments? How to selec t the controls that should be included in the estimation of the treatment e ffect? How to estimate spillover effects on untreated units? How to estimat e standard errors in field experiments where randomization occurs within pa irs of units?",ECON    ,G,L&S,2,LEC,FALSE
20244,ECON    245M ,ECON DATA WRANGLING,ECON ,"Organize, filter, and clean data. Estimate statistical models and learn to create reproducible research results. Course includes instruction in the R language.",ECON    ,G,L&S,2,LEC,FALSE
20244,ECON    245N ,CAUSAL MACH LEARN,ECON ,"This course will bring students to the cutting edge in causal inference usi ng machine learning, giving them a solid theoretical understanding and read y-to-deploy tools for research. Using machine learning for estimation and i nference of treatment effects has become an important part of modern academ ic economics. Students will learn to implement deep learning and conduct se miparametric inference using double machine learning.  Students in this cla ss will learn the theoretical underpinnings of this material as well as how to carefully and correctly apply the techniques in research. The course wil l prepare students for both theoretical and applied dissertation research.",ECON    ,G,L&S,4,LEC,FALSE
20244,ECON    250D ,POPULATION ECON,ECON ,"Course examines the determinants of population change and   demographic behavior including household formation and dissolution,   marriage and decision-making within households, child bearing and   rearing, mortality (including infant mortality) and key forms of human   capital investment including schooling and migration. We?ll apply   theoretical and empirical tools to investigate the sources and consequences of   demographic transitions   including recent phenomena such as population aging, the emergence of lowest   low fertility, and consider the role of policy instruments in changing   demographic behavior.",ECON    ,G,L&S,4,LEC,FALSE
20244,ECON    260E ,CONTN-TIME METHODS,ECON ,"Covers methods of continuous-time dynamic optimization and its application to natural resource management. Classic models of renewable and nonrenewabl e resources are examined, together with related empirical applications.",ECON    ,G,L&S,2,LEC,FALSE
20244,ECON    290  ,SPCL RSRCH TPC ECON,ECON ,"Faculty led seminar focusing on graduate student research in various fields of specialization within Economics. Students will typically produce a rese arch draft each quarter. Second year students will be required to produce a formal written proposal for a research paper, which will be evaluated and enforced within the working group structure. Proposal must clearly articula te a research question of interest and the methodological approach. Written proposals must receive a passing grade (B or above) no later than the end of winter quarter of the second year.",ECON    ,G,L&S,4,SEM,FALSE
20244,ECON    294  ,MICROECONOMICS SEM,ECON ,Current topics in microeconomics.,ECON    ,G,L&S,4,SEM,FALSE
20244,ECON    295  ,MACROECONOMICS SEM,ECON ,Invited speakers on the topics of Macroeconomics,ECON    ,G,L&S,4,SEM,FALSE
20244,ECON    297  ,SEM TEACH ECON,ECON ,"Graduate Teaching Assistants are vitally important to the   educational experience of UCSB undergraduates and graduates.   As a Teaching Assistant, your role is potentially multifold:   designing and teaching your own sections, assisting a   professor by leading quiz sections, grading, or working   directly with students in a capacity that is less formal and   beneficial to students. This discussion based course covers the tools needed: planning, FERPA, testing, learning styles, evaluations, academic dishonesty, sexual harassment,   presenting and evaluating of instruction.",ECON    ,G,L&S,2,SEM,FALSE
20244,ECON    596  ,DIR READ & RESEARCH,ECON ,Individual tutorial.,ECON    ,G,L&S,NA,TUT,FALSE
20244,ECON    597  ,INDV STDY PRLIM EXM,ECON ,"Individual study for the three Ph.D. level Preliminary   Examinations in ei ther Microeconomics, Macroeconomics   and/or Econometrics. Instructor shoul d be the Economics   department Director of Graduate Studies.",ECON    ,G,L&S,NA,TUT,FALSE
20244,ECON    599  ,PH D DISS PREP,ECON ,"Only for research underlying the dissertation, writing the dissertation. Instructor should be the chair of the student's doctoral committee.",ECON    ,G,L&S,NA,TUT,FALSE
20244,ED       99  ,INDEPENDENT STUDIES,EDUC ,Study of special problems in various fields of education   and/or faculty supervised research assistance.,ED      ,U,GSE,NA,TUT,FALSE
20244,ED      111  ,INTR CHILD/ADOL DEV,EDUC ,"An introductory course on the development of children from infancy to adolescence. Examines developmental changes and basic developmental theories (e.g., Piaget, Vygotsky) in four general areas: cognitive, social, language, and physical development. Fulfills TEP developmental course prerequisite or Education minor.",ED      ,U,GSE,4,LEC,FALSE
20244,ED      118  ,TRANSFER STUDENT,EDUC ,"Introduces new transfer students to the mission of the research university, the role of higher education in society and their role, as students, within the community of scholars.  Topics cover academic, social and personal issues relevant to college students, specifically transfer students.",ED      ,U,GSE,4,LEC,FALSE
20244,ED      120  ,PRAC TCHG HIGHER ED,EDUC ,"A course designed for undergraduate students who were selected to serve as co-leaders in one of our large courses (ED 20, ED 118, ED 173.)     Student s will learn about adult development theories, pedagogical techniques, and learning assessment. Students will create lesson plans, facilitate discussi ons, grade assignments, and foster positive learning environments.",ED      ,U,GSE,4,SEM,FALSE
20244,ED      122  ,PRE-PROFESSIONAL,EDUC ,"Students are placed in a local K-12 classroom to participate in and observe firsthand the fundamental aspects of teaching and learning. Through independent coursework, students reflect upon their classroom experiences within the framework of the California Standards for the Teaching Profession.",ED      ,U,GSE,2,FLD,FALSE
20244,ED      123  ,"CULTURE, DEV, EDUC",EDUC ,"An examination of culturally constructed beliefs, attitudes, and values. Course examines how culture shapes human development, behavior, and interpersonal relations in culturally pluralistic environments, with an emphasis on educational settings.",ED      ,U,GSE,4,SEM,FALSE
20244,ED      124  ,PRAC CMNTY BSD LRNG,EDUC ,"Students do practicum hours in the local community and schools, read releva nt articles and examine results from related research projects.",ED      ,U,GSE,4,SEM,FALSE
20244,ED      125  ,SCHOOLNG IN THE US,EDUC ,A study of the relationship between school and society.   Social and politi cal influences on education historically   and currently are examined as we ll as schools as complex   organizations and their unique roles in society.,ED      ,U,GSE,4,SEM,FALSE
20244,ED      130  ,CAT2-MATH,EDUC ,Introduction to learning and teaching mathematics in grades   7-12.  The co urse requires attending a weekly on-campus   seminar and participating in 1 5 hours of field placement in a   local school.,ED      ,U,GSE,4,SEM,FALSE
20244,ED      139  ,COMM COAST LITERACY,EDUC ,"The undergraduate course focuses on local K-12 learning and building a crit ical, culturally responsive framework for developing textual materials and assessments related to the following topics: oceanic/aquatic life and susta inability, environmental studies, marine biology, and local environmental i ssues and sustainability.",ED      ,U,GSE,4,FLD,FALSE
20244,ED      150  ,TEACHING TEACHERS,EDUC ,Provides a basic foundation for understanding both (a) the nature of teachi ng as a specialized human activity (as distinct from other human activities ) and (b) the organization and conduct of teaching in contemporary U.S. sch ools.,ED      ,U,GSE,4,LEC,FALSE
20244,ED      173  ,INTR LEADERSHIP DEV,EDUC ,"This course is an overview of theoretical constructs and practical applications of leadership. Through lectures, readings, discussions, and projects, the course will assist students in developing individual approaches to effective leadership.",ED      ,U,GSE,4,LEC,FALSE
20244,ED      176B ,PRACT INDIV DIFFER,EDUC ,"Students study and discuss important educational policy issues while tutoring with elementary school students with learning problems in mathematics, reading, and language development.",ED      ,U,GSE,4,SEM,FALSE
20244,ED      191W ,HEALTH/WELL-BEING,EDUC ,"Explores how personal, family, school, community and environmental factors are related to academic, physical, emotional and social well-being. Topics include physiological and sociological effects of mental health, nutrition; sexual health; relationships; alcohol, tobacco, drug abuse. Covers children through emerging adults.",ED      ,U,GSE,4,LEC,FALSE
20244,ED      199  ,INDEPENDENT STUDIES,EDUC ,Study of special problems in various fields of education.,ED      ,U,GSE,NA,TUT,FALSE
20244,ED      199RA,INDEP RESEARCH ASST,EDUC ,Coursework shall consist of faculty supervised research   assistance.,ED      ,U,GSE,NA,FLD,FALSE
20244,ED      200A ,EDUC PROSEMINAR,EDUC ,"Introduction to both graduate student life and research in   Education. Inc ludes information   about campus resources, trainings in campus requirement s,   and an introduction to the basic   principles of qualitative and quant itative research in   Education.",ED      ,G,GSE,2,SEM,FALSE
20244,ED      201F ,ISSUES RES METHODS,EDUC ,In-depth consideration of emerging topics in research   methodology in education.,ED      ,G,GSE,NA,SEM,FALSE
20244,ED      210  ,INTRO LRN TCH EDUC,EDUC ,"Provides an overview of critical issues in teaching, learning, and teacher education, including: the role of schools in U.S. society; analysis of lear ners in school; seminal learning theories and their applications to content learning and teaching theory; and teacher learning.",ED      ,G,GSE,4,LEC,FALSE
